id,text,BIO_anno,class
6768,什么是楼主教育？有工作吗？,O O O O O O O O O O O O O,2
6769,无限分期，准提，我的就是一万起步，无限分期，用用还还，第一次提36800第二次直接61800，不敢用了越欠越多，还越提，气死...,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
6770,0.6，好低的额度啊，怕是没毕业吧,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
6771,明白了，全额还了后刷出来没利息就太好了，刷卡手续费肯定比账单利息便宜啊，太值了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,1
6772,年化超过8%的都不鸟它,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
6773,过的话，搞个图片来，回头我也那样搞，我公司培训的时候就说不接受信用卡的电话,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
6774,够呛能提，少提点也可以啊,O O O O O B-COMMENTS_ADJ O O O O O O,2
6775,过几天又出来的放心,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6776,广发有黑名单商户,B-BANK I-BANK O O O O O O,2
6777,15100降到4500-说人行征信有逾期，可是最近一次逾期都一年半了，居然现在还有连锁反应,O O O O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
6778,四千确实没什么用，销了也好！注销了没啥可操心的了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
6779,需要就用，银行的比小贷便宜,O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6780,我也买了点，你买多久了,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6781,拒了？你还缺一个四大或者上行,B-COMMENTS_ADJ O O O O O O O O O O O O O,2
6782,刚从营业厅回来补了一份身份证，希望可以顺利把卡办下来,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
6783,我的没有秒批没有秒拒还在审核怎么回事啊？昨晚十二点多申请的,O O O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
6784,15号批的，19号收到，周末附近能激活的网点没营业，今天才去激活，不需要一定去指定网点，但是不是每一个邮政网点都可以激活，具体可以激活的网点可以去手机银行查看，激活...,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
6785,老兄其他行额度也是有点低啊，得找找原因了,O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
6786,老哥你之前不是说去三水不用任何东西吗？,O O O O O O O O O O O O O O O O O O O,2
6787,资质可以就没问题，放心去吧,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
6788,铁公鸡这波操作，主要就是敲山震虎！,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,0
6789,存了40万都没有，那我们这点小钱，更是没机会了，您40万是买的定期存款还是活期理财？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O,2
6790,估计我在APP激活时输错几次安全码或有效期了，所以语音输完都提示重新输资料，打人工帮激活了,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
6791,固定还得3+1呢,O O O O O O O O,2
6792,我申请砖石年费5000卡取消，未激活。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
6793,比网上申请有用吗？,O O O O O O O O O,2
6794,要什么商户有时间表pos1871,O O O O O O O O O O O O O O O O,2
6795,可以，一年一次，都是5的倍数，提的还是很快的,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6796,你成交业务员提成3个百分点，你说他开心不,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6797,看你聊天好累...需要钱就直接去网点，多问问题。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
6798,我停车场二维码不准交5块钱，因为物业是房地产公司,O O O O O O O O O O O O O O O O O O O O O O O O,2
6799,等短信吧，额度应该不会低,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
6800,外包多久？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6801,不应该啊，客服说三个月还是半年开着，就会再申，,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2
6802,2个月不到，暴力催收我是没碰到，前后两批人，都蛮客气,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6803,拒上次有多久了,B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6804,每次提额都是15。。。悲剧,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
6805,你好！请问光大银行期末复习好点吗？建行大山白浩在申请吗,O O O O O B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
6806,我就不明白了，我已经注销了交行,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK,2
6807,我3号就通过了，今天25，更加想骂人。。。,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
6808,我一直扫码昨天也收到了现在不敢了打算真实消费两个月,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
6809,两次包括贷后吗？,O O O O B-COMMENTS_N I-COMMENTS_N O O,2
6810,大佬你的汇丰有打电话吗,O O O O B-BANK I-BANK O O O O O,2
6811,先申请一张鼎致白，再销了这张金卡后，申请一张车主白。,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
6812,像我这种一年花不到五千佛的人，爱摔，额度多少都行,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
6813,他提前辞职了，是个稳妥的员工。,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
6814,逾期能下才叫有水,B-COMMENTS_N I-COMMENTS_N O O O O O O,2
6815,我昨天早上八点多到现在没动静,O O O O O O O B-COMMENTS_ADJ O O O O O O,2
6816,其实也够资格了，就是银行卡严,O O O O O O O O O O O O O B-COMMENTS_ADJ,2
6817,平安普惠你都敢借，胆子够肥,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O,2
6818,这样阿，那这种情况是基本上稳了？还是再审批…,O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O,2
6819,本地还是异地？搞的我心慌啊,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6820,准备注销生活卡,O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT,2
6821,我激活的时候没带那么多积分兑换，刷不出来,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
6822,看那家银行的信用卡,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
6823,我是用了临时提了固定，额度还可以,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
6824,虚拟卡激活了还要激活实体卡？,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O,2
6825,那你这应该网申也没问题啊，基本小额贷结清三个月后银行就不怎么在乎,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O,2
6826,你的为啥是申请进件中。我的卡都到了，额度还可以哦,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6827,失败就不要分，已经分了就打客服，如不返还银保监会投诉,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,2
6828,为什么我是800？是的。手续费有点高啊,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
6829,伪白金卡,O B-PRODUCT I-PRODUCT I-PRODUCT,2
6830,级别不一样，额度自然不一样,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
6831,正常三个月一临时，六个月一固定,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
6832,菜卡，去特么的，无语平安,B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK,0
6833,太少了，那两张卡是5w起步的,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT O O O O O O,2
6834,这个是你额度内的分期吧,O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O,2
6835,额度又点大，主动协商，申请分期呗！这么大额度你不主动处理不好，从法律意义上讲：超过5万，都比较麻烦~,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6836,3k菜卡，兴业的,O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O,2
6837,直接批准注销了，我有资质的银行不喜欢,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
6838,几行了兄弟，看起来还很厉害啊,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6839,你北京有网点吗，浦发的网点,O O O O O O O O B-BANK I-BANK O O O,2
6840,恭喜贺喜。努力提高单卡额度,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N,1
6841,网点可以制卡？,O O O O B-COMMENTS_N I-COMMENTS_N O,2
6842,上海银行的不新建账户,B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N,2
6843,呵呵，换个网点，邮储有自营和代理两种网点,O O O O O O O O B-BANK I-BANK O O O O O O O O O O,2
6844,最好还是打电话问下客服。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
6845,完了，这货会连降，这只是刚开始,O O O O O O O B-COMMENTS_ADJ O O O O O O O,2
6846,我准备消失卡，还有一点惊喜。明白了，谢谢。,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
6847,千万不要网申,O O O O B-PRODUCT I-PRODUCT,2
6848,留着吧！一个月能赚五六十块钱,O O O O O O O O O O O O O O,2
6849,比我高??没人打电话??直接下了,O O O O O O O O O O O O O O O O,2
6850,我没逾期早就支付了，现在逾期两个月，最低都还不上,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
6851,不是比例，是总额。,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
6852,查询次数有多少？,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6853,截图页面在哪没看到呢,O O O O O O O O O O,2
6854,这是推荐还是每个人都有？推荐礼？,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
6855,大神，你这么多卡如何管理，佩服哦,O O O O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O,2
6856,我也是秒批，结果菜卡，想注销了,O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O,0
6857,最近又多了一点询问。,O O O B-COMMENTS_ADJ O O O O O O,2
6858,支付宝买基金怎么买,B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O,2
6859,我必须打印信用报告吗？！,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
6860,穷限制了想象力，什么理财啊，基金啊离我很遥远,O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O,2
6861,我也是一直被拒，不懂原因，而且都是秒拒,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6862,1000尚未准备好激活。,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
6863,龟哥把钱给这些金融机构，然后它们拿着钱去投资，赚了钱再连带收益，一起还给龟哥。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
6864,打客服问问有没有分期提额资格,O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O,2
6865,这提额幅度接近200%了？一般哪有这么多,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
6866,老哥，这种咋整，就是终身额度了嘛,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
6867,应该没有，刚逾期时我就提出个性化分期，然后就让提供各种资料。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
6868,我贴了一个帖子为了私利,O O O O O O O O O O O,2
6869,不止你一个人，大家都失败,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6870,无所谓随兴分已经交过手续费了??随便刷不会风控的,O O O O O O O O O O O O O O O O O O O O O O O O,2
6871,就冲华子你就过了,O O O O O O O O,2
6872,可能额度得五万起步，才能申请成功鼎雅。！？我金卡五万，一月份申请鼎雅，成功申批，额度共享,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
6873,机器能刷那么多吗,O O O O O O B-COMMENTS_ADJ O,2
6874,拿到7级需要5亿。太高了，搞不起,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
6875,已消:浙商银行中国银行建设交通,O O O B-BANK I-BANK I-BANK I-BANK B-BANK I-BANK I-BANK I-BANK B-BANK I-BANK B-BANK I-BANK,2
6876,人员系统维护都要钱，银行又不是公安局怎么可能一直免费服务，老哥是心里不平衡国家银行怎么能收费，投诉什么，顶多被口头警告告诉邮政以后要提前告知客户...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O,0
6877,打电话投诉，说他们催收的态度恶劣，要求银行跟你协商处理。,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
6878,像我这样，直接秒拒是不是更痛快点,O O O O O O O O B-COMMENTS_ADJ O O O O O O O,2
6879,卡费要补进去吗,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O,2
6880,外催的吧，态度恶劣,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
6881,我现在下载看看,O O O O O O O,2
6882,线下大部分商户应该没有积分,O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
6883,降了几多？,B-COMMENTS_ADJ O O O O,2
6884,和楼主探讨了一下那个规则的弊端。没站楼层，也没必要站啊,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
6885,有征信电话吗，公司或者个人,O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
6886,注销后恢复了我原有额度。,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,2
6887,改了邮储员工？？？,O O B-BANK I-BANK O O O O O,2
6888,能加，信报上给你叠加。。。,O O O O O O O O O O O O O,2
6889,有道理??已满上，信用卡额度都提慢,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
6890,我的0.38笑纳了;工行银行的,O O O O O O O O O O B-BANK I-BANK O O O,2
6891,是的，还清5年后，不过他已有房贷了。,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
6892,你卡前面有没有个好字？好车主卡和车主卡不一样，好车主金卡上限1200，好车主白金卡1800，至于车主卡就不知道了,O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
6893,给了礼物没，我昨天去滨湖二选一，浦发的活动还不错,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6894,那得试试，效果好不好,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
6895,人工天天问，没有我的信息。那我们是黑户么,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6896,法人问题不大吧。之前做卡员法人pad进件都能批的,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
6897,不秒拒机会很大，我跟我哥都是昨天申请的，我申请的苏宁易购，他申请的英雄联盟刚才都通过了,O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
6898,不一定低的，金卡好像是1-5w，我普卡都下了,O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
6899,我批了，中午接了回访电话，刚刚收到短信,O O O O O O O O O O O O O O O O O O O,2
6900,我跟你相反，认证完公积金，去查进度，拒绝！估计我点了提交就拒了！他喵的，还浪费表情让我认证公积金！,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
6901,1月20号审核到现在。。。。。。。。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
6902,一个月一千块钱，如果考虑理财那建议购买基金，选择定存，每个月可以存一部分，或者说转余额宝,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
6903,第一次办5000时只有一张中信。后面再办的时候有中信，光大，浦发，华夏，招商，交通,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK,2
6904,"〔中国银行·长城银联白金卡〕20,000",O B-BANK I-BANK I-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
6905,由你卡审核中代表有电话，等着吧，注意接听,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
6906,年初八申请的，还没记录，速度有点慢啊,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2
6907,泰州银行周五提交的，今天，卡后出来最后四位。不知道有多少,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6908,你是什么卡种，建行的龙卡,O O O O B-PRODUCT O O B-BANK I-BANK O B-PRODUCT I-PRODUCT,2
6909,我昨天申请的，没有打电话，今天显示初审通过了，还不知道结果。但愿是我满意的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6910,老哥，打公司电话吗,O O O O O O O O O,2
6911,交通银行总是不提金额，总是打电话给我买理财?这些银行怎么了,B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
6912,不到10000，工行好扣们,O O O O O O O O B-BANK I-BANK O O O,2
6913,你得全额还款才可以,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O,2
6914,结合自身情况，用招行比较多，好用。但单纯收益来说，差别不大！当然，资金量大，可以选择挺多，可以分散配置！,O O O O O O O O B-BANK I-BANK O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
6915,看论坛。光大银行偏爱公积金客户和学术客户,O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
6916,不试谁也不知道，这个得看你的总负债吧,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
6917,话术指导一下，刚刚打电话，无情拒绝了,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6918,银行准胜吗！,O O O B-COMMENTS_ADJ O O,2
6919,可能都被一个鼎极白替代了,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
6920,系统问题，想多了,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
6921,看运气，公积金基数高相对来说好过,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O,2
6922,你什么时候申请的？都批下来了，额度还可以,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
6923,楼主几行卡申请的？额度怎么样,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
6924,老兄，哪个网点？之前在滨江要看社保,O O O O O O O O O O O O O O O O O,2
6925,我打电话的时候你说什么，兄弟，我逾期十天。,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
6926,不给到本金分期，你就不同意就完事，之后会有银行的更高级别的人联系你本金分期的，我就是这样抗下来剩了1....,O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
6927,听说是共享配额，好几个银行的，交通 浦发啊,O O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O,2
6928,有坑，和我自己的网上申请没什么区别,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O,0
6929,上次申请是几时,O O O O O O O,2
6930,我只要下卡，额度低点慢慢提，太高了害怕,O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
6931,应该没问题，我们这异地的平时有业务员跑来面签的,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
6932,申请下一次放水。除了美团卡，杭州一年四季都有活动，联通卡也,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O,2
6933,放锤21号到现在,O O O O O O O O,2
6934,比如说，如果你只有 1 万块的资金，那么理财经理可能会给你推荐，销售起点比较低的公募理财。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O,2
6935,去了你就输了，等，照样额度还可以的,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
6936,你确定他是这样讲的？没有加“有可能”三个字？,O O O O O O O O O O O O O O O O O O O O O O,2
6937,我也是不明不白掉进了广发这个坑，本金额度41000，最近才发现说我欠7万多，有3万是分期额度。我完全不知情，不知道怎么维权...,O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,0
6938,目前银行利率下行，在3.85%年华。目前建行，招商，广发，工商都已经调整在这个利息。坐标北京仅供参考,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
6939,什么意思，分期18k？看看我的帖子你就明白了。?你是说金融情报基金占用了专项分期额度？,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O,2
6940,申请平安的卡，需要他们客户经理上门吗？还是秒批？,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O,2
6941,够呛了，我以前就这样，额度低，都不想Shaun,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O,2
