label,sentence1,sentence2
0,献血可能会导致“贫血”吗,护士对安全输血起什么作用
0,为什么献血前有的人心里感到紧张,是谁第一个将人血输给人的
0,护士对安全输血起什么作用,血压与献血有什么关系
0,哪些原因会引起血小板输注无效,献血前应该喝糖水还是盐水
1,献血时紧张怎么办,献血紧张怎么办
0,什么人可以参加献血,机采血浆是如何操作的
0,我害怕献血怎么办,献全血好还是血小板好？献血的10个小纠结，一次解决
0,献血后该如何止血,“萌萌哒”血小板为啥那么小
0,为什么纹身、打耳洞一年内不能献血,献血可以减肥吗
0,采集造血干细胞的方法是怎样的,献血后会不会头晕
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,平常还要体育锻炼怎么办
1,献血能降血脂,献血可以降低血脂吗
0,高度近视者为何不能献血,国家制定《献血法》的目的是什么
0,血型能变吗,《献血法》鼓励哪些人率先参加献血
0,为什么无偿献血，但输血却要收费,急性等容稀释式自身输血（ANH）要注意哪些问题
0,血型与器官移植有关吗,献血前连豆浆也不能喝
1,我自己都贫血了，怎能献血呢,贫血还能献血吗
0,已经献过血了，可以不献了吧,孕妈妈为什么要了解自己的血型呢
1,白细胞有血型吗,白细胞有血型吗
1,为什么吸毒者被列为献血高危人群,为什么吸毒者被列为献血高危人群
0,凝血过程中需要钙离子吗,害怕针怎么办
0,血压与献血有什么关系,为什么纹身、打耳洞一年内不能献血
1,非那根和地塞米松是否要作为常规输血前给药,非那根和地塞米松是常规输血前给药
1,如何知道自己已成为捐献造血干细胞志愿者,如何查询自己是否为捐献造血干细胞志愿者
0,血液的用途有哪些,为什么要捐献者本人填写同意书和捐献者登记表
0,献血丢失的血液需要多久能恢复_需要“静养”、“进补”吗,血清弱D表型孕产妇应视为RhD阴性吗
0,献血后为防止针眼感染一般多少天内不要沾水,怎样处理单采血小板献血者偶发的缺钙症状
0,捐献全血的流程包括什么,O型血可以输给任何血型的人吗
1,为什么临床输血常用枸橼酸盐作抗凝剂,为什么临床输血常用枸橼酸盐作抗凝剂
0,害怕针怎么办,献血会导致身体发胖吗
0,健康者在多大年龄适合捐献造血干细胞,体内HIV可完全清除
1,对非法采供血者的处罚有哪些,对非法采供血者的处罚有哪些
0,亲属间输血安全吗,临床医生应怎样对待输血
1,无偿献血者应受到哪些奖励,无偿献血者将得到什么奖励
1,一年献一次献血量算多吗,一年献一次血多吗
1,为什么只有你献完血手臂上有淤青,献血后手臂出现瘀青是怎么回事
0,献血丢失的血液需要多久能恢复_需要“静养”、“进补”吗,还有什么血型系统与输血关系很大
0,献血时紧张怎么办,血小板的“神奇功效”，您知道几个
0,血小板是怎样止血的,为什么不能输脂肪血
1,为什么直系亲属之间不能相互献血,为什么直系亲属之间不能相互献血
1,人的血液是从哪儿产生的,血液是如何产生的
1,最近生过病怎么办,最近生过病还能献血吗
1,为什么献血需核对身份证,献血必须带身份证吗
0,凝血过程中需要钙离子吗,"我献出的血液,采供血机构会如何处理"
0,自体输血适合您吗,餐后献血会大大减少献血反应吗
0,输血能成为埃博拉病毒感染者的新希望吗,无偿献血者应受到哪些奖励
1,为什么鼓励一次献血400毫升,献血400毫升有什么好处
0,在亲子鉴定中首先应考虑什么系统,献血后为什么手臂会出现淤血
0,我献出的血液，采供血机构会如何处理,捐献造血干细胞有报酬吗
0,志愿者报名登记后，是否马上就要捐献造血干细胞,Rh（－）者如何自我保护
0,"“无偿献血,有偿使用?”是这样的吗",新冠肺炎疫情常态化防控怎么做
1,捐献单采血小板的程序是怎样的,献血程序如何
0,为什么献血需核对身份证,输血浆也需要血型相同吗
0,血型有好坏之分吗,按压针眼的三大忌
0,红细胞为什么有时候需要冻存,输血不畅如何处理
0,想献血但勇气不够怎么办,捐血的时候容易被传染疾病吗
0,从血型看寿命长短 哪个血型的人最长寿,女性献血者生理期间能否献血
1,献血后血液多久可以恢复,献血后多久血液会回来
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,为什么要捐献者本人填写同意书和捐献者登记表
0,宝宝的性格遗传谁多一些呢,熊猫血会遗传吗 熊猫血怎么遗传
1,为什么血液中心的检测结果不能作为疾病诊断最终结果,为什么血液中心的检测结果不能作为疾病诊断最终结果
0,血液检测后可用和不可用的血液去向,人体内血液总量是多少
0,如何预防输血相关移植物抗宿主病（TA-GVHD）,Rh（－）者如何自我保护
0,已经献过血了，可以不献了吧,我很怕痛，献血会痛吗
0,为什么直系亲属间输血并不安全,输血是治疗贫血最有效的方法吗
0,餐后献血会大大减少献血反应吗,贫血到什么程度需输血
1,献血要经过哪些步骤,献血要经过哪些步骤
0,为什么献血使用的针头比一般的粗,O型全血是万能血吗
1,想献血但勇气不够怎么办,想要去献血但是没有勇气去怎么办
0,捐机采成分血对身体有什么影响吗,怎样正确自己测血压
1,为什么献血针眼处有时会淤青,为啥献完血会淤青
1,让职工上班时间献血，单位的损失不是太大了吗,让员工上班时间献血，单位的损失是不是有点大
0,献血后会不会头晕,为什么少数人会发生献血反应
1,患者因严重冷凝集素而引起配血困难怎么办,患者因严重冷凝集素而引起配血困难怎么办
0,血型是怎样遗传的,我献出的血液，采供血机构会不会拿去卖掉呢
1,血液的颜色是什么,有其他颜色血吗
0,献血会不会感染上疾病,体内HIV可完全清除
0,血型能改变吗,病人大出血时，输血应注意什么
1,采血量不足的血液为何不能输注给患者,采血量不足的血液不能输注给患者？为什么
0,为什么在献血登记前要求填写健康征询表,血液是否有有效期
0,血型和性格有关吗,为什么丙型肝炎病毒抗体（HCV抗体）阳性不能献血
0,献血影响健康吗,如何评价血小板减少性紫癜的疗效
0,出现意外伤害时献血也不迟吧,血液的主要功能有哪些
0,为什么需要献血,不知道献血码怎么查询献血记录
0,为什么吸毒者被列为献血高危人群,血液的用途有哪些
1,献血后怎样查询血液检测结果,在什么平台上可以查询血液检测后的结果
1,ABO血型鉴定的原理是什么,ABO血型鉴定的原理是什么
0,怎样配合医生进行输血,肝素是如何抗凝的
1,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,造血干细胞动员有啥用
1,血小板为什么会输注无效,血小板输注无效的原因
0,血液流速与哪些因素有关,HIV(人类免疫缺陷病毒抗体)的检测意义是什么
1,我国公民参加献血的年龄规定是多少,献血年龄
1,一年献一次献血量算多吗,一年献一次献血量算多吗
0,献血会不会感染上疾病,人体急需血液时，自身哪些器官可以供血
1,选择什么样的血管采血,选择什么样的血管采血
1,输注红细胞时应该注意什么,输注红细胞时应该注意什么
0,献血时紧张怎么办,非那根和地塞米松是否要作为常规输血前给药
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,高度近视者为何不能献血
1,为什么有的人会晕血,晕血的原因
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,父亲给儿子输血？危险！
0,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,母体与胎儿血相同吗
0,平常还要体育锻炼怎么办,是谁第一个将人血输给人的
0,献血后多久可以喝酒,输过血的人可以献血吗
0,孕妇为什么要做血型鉴定,为什么血压不合格不能献血
0,输血与血型之间的关系是什么,献血时紧张怎么办
0,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血,医疗机构如何履行艾滋病告知义务
0,如何知道自己已成为捐献造血干细胞志愿者,献血为何要补充水份
0,献血后如何按压针眼,血液，需多长时间能恢复原来水平
0,献血能降血脂,公民献血应遵守哪些规定
0,你给血管洗澡了吗,捐献单采血小板的程序是怎样的
0,哪些原因会引起血小板输注无效,献血时紧张怎么办
0,为什么说全血并不全,红细胞是怎样携带氧气的
1,输血是治疗贫血最有效的方法吗,输血是治疗贫血最有效的方法吗
0,B型血者如何真正快乐起来,"捐血是吃饱了再去呢,还是空腹"
0,为什么要推行机采成分血,献血后怎样查询血液检测结果
0,献血前连豆浆也不能喝,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的
1,献血可以减肥吗,献血能使体重下降吗
1,采集造血干细胞的方法是怎样的,怎么采集造血干细胞
1,Rh阴性血与Rh阳性血相比，在采集、制备和储存一样吗,Rh阴性血和Rh阳性血采集、制备、储存过程是否一样
1,献血后，教你如何正确补血,献血后如何快速补血
1,血型可以人为改变吗,血型可以通过科学手段改变吗
0,血液可以买卖么?如买卖血液会受到何种处罚,一名健康的公民一生可以献多少血
0,打疫苗对献血有何影响,血型能改变吗
1,血压与献血有什么关系,高血压能献血吗
0,捐献造血干细胞你了解多少,人的血液是从哪儿产生的
0,献血前连豆浆也不能喝,如何预防输血相关移植物抗宿主病（TA-GVHD）
1,出现意外伤害时献血也不迟吧,发生意外伤害时去献血会不会比较晚
0,病人大出血时，输血应注意什么,常见血液制品有哪些临床用途
0,献血会不会感染上疾病,献血是不是应该有偿
0,一年献一次献血量算多吗,如何预防献血中出现低血糖性昏厥
1,爱喝酒的人血液里的酒精会不会太多,爱喝酒的人血液里的酒精会不会太多
0,捐献成分血会不会感染疾病,血液为什么是咸的
0,献血能降血脂,护士对安全输血起什么作用
0,熊猫血会遗传吗 熊猫血怎么遗传,采血时血液流速会影响血液质量吗
1,医疗机构如何履行艾滋病告知义务,医疗机构如何履行艾滋病告知义务
0,健康者在多大年龄适合捐献造血干细胞,献血丢失的血液需要多久能恢复？需要“静养”、“进补”吗
0,献血后会不会头晕,献血后多久可以喝酒
1,献血前是吃饱了去，还是空腹呢,献血时要不要空腹，还是吃饱后去献血
0,在亲子鉴定中首先应考虑什么系统,一名健康的公民一生可以捐献多少全血
1,白细胞是怎样排除异己的,白细胞是怎样排除异己的
0,什么是不规则抗体,捐献成分血会不会感染疾病
1,人体内有哪些造血器官,造血器官有哪些
1,还有什么血型系统与输血关系很大,哪些血型系统与输血关系很大
0,对献血反应该如何处理,餐后献血会大大减少献血反应吗
1,血压与献血有什么关系,献血完能降血压吗
0,为什么有的人会晕血,血小板的“神奇功效”，您知道几个
1,O型血是万能血吗？哪种血型最有用,哪种血型最有用
1,怎样处理单采血小板献血者偶发的缺钙症状,单采血小板献血者偶发的缺钙症状处理办法
0,是谁第一个将人血输给人的,红细胞是怎样携带氧气的
0,献血会不会上瘾,血型不对，难道我是捡来的
0,血液检测后可用和不可用的血液去向,无偿献血者应受到哪些奖励
0,父亲给儿子输血？危险！,抗凝剂是如何抗凝的
0,献血为何要补充水份,哪些人符合献血的条件
0,献血后如何按压针眼,流动献血车属于哪个医院的
0,为什么有的人献血后会头晕,输注红细胞时应该注意什么
1,熊猫血会遗传吗 熊猫血怎么遗传,熊猫血会遗传吗以及怎么遗传
0,红细胞在4度条件下为什么不能永久保存,献血是不是应该有偿
1,宝宝的性格遗传谁多一些呢,宝宝的性格是遗传父亲还是母亲多点
1,广州血液中心是什么机构,广州血液中心属于什么机构
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,我为什么不能献血
0,打疫苗对献血有何影响,流动献血车属于哪个医院的
0,高度近视者为何不能献血,血液的主要组成成分有哪些
0,一名健康的公民一生可以捐献多少全血,血液有代用品吗
0,为什么献血使用的针头比一般的粗,献血后会贫血吗
0,我的血如果不好怎么办,熊猫血会遗传吗 熊猫血怎么遗传
0,人体内血液总量是多少,献血影响健康吗
0,为什么鼓励一次献血400毫升,为什么血压不合格不能献血
1,血液的颜色是什么,血液是什么颜色的
1,如何计算每袋全血的重量,每袋全血的重量是怎样计算的
1,如何决定输血量,我不确定要献多少毫升
0,为什么纹身、打耳洞一年内不能献血,女性献血者生理期间能否献血
1,Rh阴性为何如此“稀有”,熊猫血为何如此“稀有”
0,患过肝炎怎么办,滤除血液中白细胞的时机有什么意义
1,血型不对，难道我是捡来的,血型不对，难道我是捡来的
0,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,献血影响健康吗
0,献血时紧张怎么办,为什么要捐献者本人填写同意书和捐献者登记表
0,输血能成为埃博拉病毒感染者的新希望吗,如果贫血怎么还可以献血吧
1,为什么献血前有的人心里感到紧张,为什么献血前少数人心里感到紧张
0,献血和输血有何不同,对非法采供血者的处罚有哪些
1,血压与献血有什么关系,血压与献血有什么关系
0,国际社会公认的“无偿献血者”的概念是什么,输血为什么有风险
0,血液流速与哪些因素有关,Rh阴性患者如何输血
0,献血能降血脂,人体哪些器官有贮血功能
0,三种输血方式_哪种适合您,第VIII因子浓缩剂与冷沉淀在适应症方面有什么区别
0,还有什么血型系统与输血关系很大,献血前连豆浆也不能喝
0,输血时若遇含有冷凝集素的血时怎么办,亲属间输血安全吗
1,捐机采成分血对身体有什么影响吗,献成分血对身体有害处吗
0,人失血多少会有生命危险,红细胞为什么有时候需要冻存
1,输注少白细胞红细胞的临床意义有哪些,输注少白细胞红细胞有什么意义
0,人体血容量究竟是怎么算出来的,为什么采血时塑料采血袋在不停地摆动
0,什么人可以参加献血,输血可以引起哪些疾病
0,献血会影响体力吗,为什么献血时要携带有效身份证件
1,血液的主要组成成分有哪些,血液最主要的成分是什么
1,Rh阴性患者如何输血,Rh阴性患者输血有什么特殊要求
0,不同血型的人可以互相输血吗,输血能成为埃博拉病毒感染者的新希望吗
1,如果贫血怎么还可以献血吧,如果贫血怎么可以献血呢
1,献血中出现低血糖性昏厥该如何处理,献血后低血糖晕倒的处理办法
0,我自己都贫血了，怎能献血呢,为什么需要献血
0,"“无偿献血,有偿使用?”是这样的吗",想献血但勇气不够怎么办
0,血型是怎样遗传的,捐献后的血液需要低温保存吗
1,我很怕痛，献血会痛吗,献血会晕阙吗
1,血液流速与哪些因素有关,血液流速与什么有关系
0,为什么献血前有的人心里感到紧张,献血后饮食如何调理
1,夏天献血可以喝盐分饮料吗,夏天献血可以喝盐分饮料吗
1,您知道血型工作者已经为您做了哪些工作吗,您知道血型工作者已经为您做了哪些工作吗
0,献血后血液多长时间能恢复,献血影响健康吗
0,还有什么血型系统与输血关系很大,在亲子鉴定中首先应考虑什么系统
0,血站对采集的血液要做怎样的处理,正常人献血200~400毫升后在饮食上应注意什么
0,献血能降血脂,血型和性格有关吗
1,我的血如果不好怎么办,我的血如果不好怎么办
0,为什么需要献血,采血方式有哪几种
0,是不是献了一次血后，就必须不停地献血,献血的8种好处，您知道多少
1,贮存式自身输血要注意哪些问题,贮存式自身输血要注意哪些问题
0,Rh阴性患者是否只能使用Rh阴性血,美国红十字会采供血机构如何做献血后告知与咨询
0,想献血但勇气不够怎么办,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员
0,为什么纹身、打耳洞一年内不能献血,既然是无偿献血，用血时为什么要收费
0,"“无偿献血,有偿使用?”是这样的吗",为什么鼓励一次献血400毫升
1,我的血为什么不能输给他,血液是否有生命周期
1,“萌萌哒”血小板为啥那么小,“萌萌哒”血小板为啥那么小
1,有的人为什么见血会晕倒,晕血的原因
0,为什么献血需核对身份证,为什么鼓励一次献血400毫升
0,医疗机构如何履行艾滋病告知义务,输血浆也需要血型相同吗
0,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,献血后为什么手臂会出现淤血
1,献血可以减肥吗,献血可以减肥吗
1,献血后多长时间才能参加运动,献血后多长时间才能参加运动
1,献血后血液多长时间能恢复,献血后多久才能恢复
1,献血后会贫血吗,献血后会贫血吗
0,献血后饮食如何调理,为什么采血时塑料采血袋在不停地摆动
0,献血后多长时间才能参加运动,血型和性格有关吗
0,为什么献血时要携带有效身份证件,献血后如何保护针眼
1,为什么无偿献血，但输血却要收费,为什么自己无偿献血，自己用血医院还要收费
0,亲属间输血安全吗,如何计算每袋全血的重量
0,为什么血液中心的检测结果不能作为疾病诊断最终结果,为什么采血时塑料采血袋在不停地摆动
0,血液有代用品吗,献血可能会导致“贫血”吗
0,急性等容稀释式自身输血（ANH）要注意哪些问题,感冒是否可以献血
1,感冒是否可以献血,感冒了可以献血吗
0,人体内的血液总量有多少,献血为何要补充水份
1,为什么少数人会发生献血反应,为什么少数人会发生献血反应
0,国家实行什么献血制度,打疫苗对献血有何影响
0,有血液恐惧症怎么办,出现意外伤害时献血也不迟吧
1,新冠肺炎疫情常态化防控怎么做,怎么防控新冠疫情
0,高脂血患者平时怎么吃,血液的主要功能有哪些
0,为什么直系亲属之间不能相互献血,什么人可以参加献血
0,成分献血是什么概念,你给血管洗澡了吗
1,Rh血型是如何遗传的,Rh血型是如何遗传的
0,献血可以减肥吗,输血是 越“新鲜”越好吗
1,献血后多久可以喝酒,献血后多久可以喝酒
0,如何评价血小板减少性紫癜的疗效,捐机采成分血和捐献全血有区别吗
0,白细胞有血型吗,辐照红细胞的适应症有哪些
0,为什么血压不合格不能献血,献血能降血脂
0,献血后如何保护针眼,交叉配血是怎么回事
0,银屑病患者可以献血吗,献血影响健康吗
0,健康者在多大年龄适合捐献造血干细胞_标准如何,献血会不会感染上疾病
0,公民献血应遵守哪些规定,孕妇为什么要做血型鉴定
0,捐献后的血液需要低温保存吗,输血不畅如何处理
0,捐机采成分血对身体有什么影响吗,捐献成分血会不会感染疾病
0,出现意外伤害时献血也不迟吧,献血前连豆浆也不能喝
1,为什么要推行机采成分血,为什么要推行机采成分血
0,献血后血液多久可以恢复,献血能降血脂
0,冷沉淀外观是怎样的,Rh（－）属稀有血型吗
0,女性献血者生理期间能否献血,为什么血压不合格不能献血
0,一名健康的公民一生可以献多少血,患者因严重冷凝集素而引起配血困难怎么办
0,健康者在多大年龄适合捐献造血干细胞_标准如何,人的血液是从哪儿产生的
0,身体里有多余的血吗,大姨妈来了为什么不能献血
0,Rh血型是如何遗传的,机采血浆是如何操作的
0,母婴哪些血型会发生新生儿溶血症,采血袋中最常用的抗凝剂是什么
0,献血可以减肥吗,为什么需要不同的血液成分
0,哪些人不适合献血,Rh阴性患者是否只能使用Rh阴性血
1,采集造血干细胞的方法是怎样的,采集造血干细胞的方法是怎样的
0,熊猫血会遗传吗 熊猫血怎么遗传,献血后多久可以喝酒
0,“中国造血干细胞捐献者资料库”的哪些工作是与国际先进水平接轨的,献血前是吃饱了去，还是空腹呢
0,贮存式自身输血的临床应用哪些,我害怕献血怎么办
0,我害怕献血怎么办,我的血如果不好怎么办
1,怎样成为一名捐献造血干细胞志愿者,怎样成为一名捐献造血干细胞志愿者
0,O血型人容易生哪些病,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的
1,献血前连豆浆也不能喝,献血前是不是不可以喝豆浆
0,献血前是吃饱了去，还是空腹呢,输过血的人，为什么要1年后才能献血
0,机采成分血对身体有什么影响吗,献血后会不会头晕
1,夏天献血可以喝盐分饮料吗,夏天和盐分饮料还能献血吗
1,中老年人如何降低高血液粘稠度,中老年人如何降低高血液粘稠度
0,献血前应该喝糖水还是盐水,献血能降血脂
0,献血后饮食如何调理,新冠肺炎疫情常态化防控怎么做
1,高度近视者为何不能献血,近视眼可以献血吗
0,血型与器官移植有关吗,献血影响健康吗
0,献血后如何保护针眼,血型有好坏之分吗
1,为什么献血检测结果与医院检验结果不一样,献血检测结果和医院检验结果一样吗
0,献血会不会感染上疾病,每次献血献少点好吗？献血200毫升与400毫升哪个更有益
0,采血时血液流速会影响血液质量吗,空腹献血者为什么偶尔可出现低血糖性昏厥
0,献血是不是应该有偿,献血后血液多长时间能恢复
0,Rh血型是如何遗传的,父母的血型与子女的血型有什么关系
1,捐献成分血会不会感染疾病,献血会传染上疾病吗
0,血液流速与哪些因素有关,捐机采成分血和捐献全血有区别吗
0,AB血型的人怎样选择美食,献血后会不会头晕
0,献血会不会上瘾,献血会传染疾病吗
0,病人大出血时，输血应注意什么,出现意外伤害时献血也不迟吧
0,血型有好坏之分吗,献血可以减肥吗
1,HIV(人类免疫缺陷病毒抗体)的检测意义是什么,为什么要检测HIV
0,月经期间为何不能献血,献血后血液多长时间能恢复
0,捐血的时候容易被传染疾病吗,献血会不会感染上疾病
0,献血后如何保护针眼,成分献血是什么概念
0,人体血容量究竟是怎么算出来的,为什么无偿献血，但输血却要收费
0,输血不畅如何处理,志愿者报名登记后，是否马上就要捐献造血干细胞
0,亲属间输血安全吗,如何评价血小板减少性紫癜的疗效
0,献血可以减肥吗,为什么无偿献血，但输血却要收费
1,成分献血是什么概念,什么是成分献血
0,献血会不会上瘾,捐机采成分血对身体有什么影响吗
0,报名后是否可以随时改变捐献造血干细胞的决定,想献血但勇气不够怎么办
1,中老年人如何降低高血液粘稠度,中老年人怎么让血液不黏稠
1,什么是血液的比重,血液的比重是啥
0,献血能喝咖啡吗,献血后该如何止血
0,血液的主要功能有哪些,母婴哪些血型会发生新生儿溶血症
0,母婴哪些血型会发生新生儿溶血症,血液的用途有哪些
0,Rh（－）者如何自我保护,献血前是吃饱了去，还是空腹呢
0,为什么临床输血常用枸橼酸盐作抗凝剂,国际社会公认的“无偿献血者”的概念是什么
0,正常人献血200~400毫升后在饮食上应注意什么,为什么需要不同的血液成分
0,献血后血液多长时间能恢复,我很怕痛，献血会痛吗
0,血型能变吗,Rh（－）者输血供应有保障吗
1,O血型人容易生哪些病,O型血易发疾病有什么
1,为什么要控制采血的“量”,控制采血的“量”的原因是什么
0,血液有代用品吗,按压针眼的三大忌
0,是不是献了一次血后，就必须不停地献血,为什么需要献血
1,献血为何要补充水份,献血为何要补充水份
1,ABO血型系统是如何定型的,ABO血型系统怎么定型
0,献血被拒绝，您知道为什么吗,献血后为防止针眼感染一般多少天内不要沾水
1,献血后血液多长时间能恢复,献血后何时能恢复到献血前的状态
0,输血可以引起哪些疾病,自体输血适合您吗
1,献血后为防止针眼感染一般多少天内不要沾水,抽完血的针眼多久能碰水
0,ABO血型鉴定的原理是什么,血型与器官移植有关吗
1,献血后，教你如何正确补血,献血后，教你如何正确补血
0,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,白细胞膜上的抗原可分为几类
1,是否献一次血后必须不断的献血,献一次血后是否必须一直献血
1,"我献出的血液,采供血机构会如何处理","我献出的血液,采供血机构会如何处理"
1,想献血但勇气不够怎么办,想要去献血但是比较害怕怎么办
0,平时我要体力劳动怎么办,还有什么血型系统与输血关系很大
0,新冠肺炎疫情常态化防控怎么做,输血时若遇含有冷凝集素的血时怎么办
0,为什么献血时要携带有效身份证件,为什么不能输脂肪血
0,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血,为什么献血时要携带有效身份证件
1,献血会传染疾病吗,献血会传染疾病吗
0,志愿者报名登记后，是否马上就要捐献造血干细胞,人体内有哪些造血器官
1,什么人可以参加献血,那些人可以参与献血
1,造血干细胞移植可治疗哪些疾病,造血干细胞移植在治疗疾病的作用
0,报名后是否可以随时改变捐献造血干细胞的决定,献血后身体会发胖吗
0,捐献造血干细胞有报酬吗,为什么推行捐献采成分血
0,富血小板的血浆治疗确实有效吗,血液，需多长时间能恢复原来水平
0,献血可以减肥吗,白细胞有血型吗
0,报名后是否可以随时改变捐献造血干细胞的决定,血型有好坏之分吗
0,母体与胎儿血相同吗,血型漫画丨难忘的端午节，你们都是怎么包粽子的
1,外科输血如何进行,怎么进行外科输血
0,血小板是否必须同型输注,RhD阴性患者如何输注血小板
0,献血可能会导致“贫血”吗,父母的血型与子女的血型有什么关系
0,献血对身体有害吗,造血干细胞移植可治疗哪些疾病
1,捐机采成分血和捐献全血有区别吗,捐献成分血与捐献全血有何区别
0,既然提倡成分输血，那我献的全血去哪了,捐机采成分血和捐献全血有区别吗
1,献血前应做哪些准备,献血前应做哪些准备
1,B型血者如何真正快乐起来,B型血的人如何减压
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,《中华人民共和国献血法》是何时通过、何时实施的
0,Rh是如何遗传的,不知道献血码怎么查询献血记录
0,捐机采成分血和捐献全血有区别吗,成分献血是什么概念
1,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,我们从哪里得到献血前不能吃豆浆牛奶鸡蛋咸菜的经验
1,怎样配合医生进行输血,怎么配合医生输血
0,贮存式自身输血的临床应用哪些,空腹献血者为什么偶尔可出现低血糖性昏厥
0,还有什么血型系统与输血关系很大,国际社会公认的“无偿献血者”的概念是什么
0,为什么直系亲属间输血并不安全,为什么无偿献血，但输血却要收费
1,既然是无偿献血，用血时为什么要收费,用血时为什么要收费
1,一名健康的公民一生可以捐献多少全血,一名健康的公民一生可以捐献多少全血
0,献血会传染疾病吗,为什么吸毒者被列为献血高危人群
0,为什么还要填写捐献者的两位不同住址的亲属或朋友的姓名和联系方式,捐献单采血小板的程序是怎样的
0,献血后为什么手臂会出现淤血,Rh阴性患者如何输血
1,献血后饮食如何调理,献血后饮食如何调理
0,输过血的人，为什么要1年后才能献血,Rh（－）属稀有血型吗
1,为什么需要献血,输血的意义
0,为什么临床输血常用枸橼酸盐作抗凝剂,献血后血液多久可以恢复
1,献血后会不会头晕,献血后会感到晕眩吗
0,Rh（－）者如何自我保护,体育锻炼热衷者能参加献血吗
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,为什么献血使用的针头比一般的粗
0,血小板是怎样止血的,Rh血型是如何遗传的
0,血型与器官移植有关吗,如何预防输血相关移植物抗宿主病（TA-GVHD）
1,交叉配血是怎么回事,交叉配血是怎么回事
1,O型血可以输给任何血型的人吗,O型血可以输给任何血型的人吗
1,什么情况下输血才需要加温,什么情况下输血才需要加温
0,献血会传染疾病吗,高度近视者为何不能献血
1,为什么不能输脂肪血,脂肪血为什么不能献血
0,血型和性格有关吗,献血为何要补充水份
0,献血可能会导致“贫血”吗,高脂血患者平时怎么吃
0,献血可以减肥吗,血型不对，难道我是捡来的
0,为什么要实行无偿献血制度,Rh阴性患者如何输血
0,Rh是如何遗传的,体内HIV可完全清除
0,献血前连豆浆也不能喝,人的血管能有多长
0,采血量不足的血液为何不能输注给患者,血型是怎样遗传的
0,献血丢失的血液需要多久能恢复_需要“静养”、“进补”吗,血型和性格有关吗
1,血小板的“神奇功效”，您知道几个,血小板有哪些功能
0,为什么献血时要携带有效身份证件,熊猫血会遗传吗 熊猫血怎么遗传
0,是否献一次血后必须不断的献血,捐机采成分血对身体有什么影响吗
1,胎儿也有血型吗,胎儿也有血型吗
1,献血后为防止针眼感染一般多少天内不要沾水,血型后，多少天可以沾水
0,献血后为防止针眼感染一般多少天内不要沾水,滤除血液中白细胞的时机有什么意义
1,血型漫画丨难忘的端午节，你们都是怎么包粽子的,血型漫画丨难忘的端午节，你们都是怎么包粽子的
0,O型血可以输给任何血型的人吗,献血要经过哪些步骤
1,抗凝剂是如何抗凝的,抗凝剂抗凝原理是什么
1,献血后血液多长时间能恢复,献血后血液多长时间能恢复
1,为什么血液的颜色有差别,为什么血液的颜色有差别
0,捐血的时候容易被传染疾病吗,滤除血液中白细胞的时机有什么意义
0,Rh阴性患者是否只能使用Rh阴性血,献血后会不会头晕
1,从血型看寿命长短 哪个血型的人最长寿,什么血型的人寿命更长
0,既然提倡成分输血，那我献的全血去哪了,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
0,我很怕痛，献血会痛吗,血型和性格有关吗
0,红细胞为什么有时候需要冻存,献血后补充哪种食物才能快速恢复元气
1,献血能喝咖啡吗,无偿献血后可以喝咖啡吗
0,血液的颜色是什么,血液流速与哪些因素有关
1,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血,有HIV抗体可以献血吗
1,献血为何要补充水份,吃什么可以补充流失的血液
0,是不是献了一次血后，就必须不停地献血,胎儿也有血型吗
0,什么情况下输血才需要加温,献血能降血脂
0,选择性IgA缺乏者有何输血风险,辐照红细胞的适应症有哪些
0,血液是否有有效期,Rh（－）者输血供应有保障吗
0,Rh阴性患者是否只能使用Rh阴性血,献血前是吃饱了去，还是空腹呢
0,公民献血后，采供血机构应发给献血者什么凭证,献血后怎样查询血液检测结果
1,造血干细胞移植可治疗哪些疾病,造血干细胞移植可治疗哪些疾病
0,全血有什么功能,献血会不会感染上疾病
0,正常人献血200~400毫升后在饮食上应注意什么,人体血容量究竟是怎么算出来的
0,捐献造血干细胞对健康有影响吗,输血可以引起哪些疾病
