text,class,label
当SI上限和SI下限值＜n2s时，表示处于控制范围之内，可以继续进行测定，并重复以上计算；当SI上限和SI下限有一值处于n2s和n3s值之间时，说明该值在2s–3s范围，处于“警告”状态；当SI上限和SI下限有一值＞n3s时，说明该值已在3s范围之外，属“失控”。数字处于“失控”状态应舍去，重新测定质控品和标本。舍去的只是失控的这次数值，其它次测定值仍可继续使用。当检测的数字超过20次以后，可转入使用常规的质控方法进行质控。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
当采用13s规则可采用单点质控图，将质控数据逐一点于质控图上进行观察，以发现试验随机误差。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
当采用7x规则，可根据实验室情况，采用单点质控图或将一个单位时间内（通常为一天）所有质控数据的均值点于质控图上进行观察，以发现检测系统的变化和趋势。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
"循环系统疾病患者,如各种心脏病、高血压病、低血压、四肢动脉粥样硬化、血栓性静脉炎等。",['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
微孔板法ABO血型定型试验,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
急性泌尿道感染病愈未满1个月者，急性肾盂肾炎病愈未满个月者，泌尿系统结石发作期。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
急性胃肠炎病愈未满1周者。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
急性风湿热：病愈后未满2年或有后遗症者。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
性行为：曾与易感经血传播疾病高危风险者发生性行为未满1年者,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
总则,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
"慢性皮肤病患者,特别是传染性、过敏性及炎症性全身皮肤病,如黄癣、广泛性湿疹及全身性牛皮癣等。",['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
所选用的去白细胞滤器必须符合国家相关标准，每一批去白细胞滤器必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
手臂疼痛。献血时或献血后数小时内手臂出现局部放射性疼痛，但没有其他表现，不宜将其归入神经刺激、神经损伤或肌腱损伤。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
拳动作，以促进静脉回流。血流不畅时，及时调整针头位置。当不易观察血流时，应注意观察穿刺部位有无异常及血袋重量是否递增。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
指定经过 DRVR 早期发现和处置相关知识培训的工作人员或志愿者作为献血者休息区的负责人。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
按F.18.1.5式计算甘油含量。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
按F.18.4.3式计算甘油含量,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
按照国家有关献血者健康检查要求（见附录I）的规定，对具有献血意向的人员进行健康检查，对检查结果进行综合分析和判断，做出是否适合献血的结论，保障献血者健康和安全。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
按照献血者健康检查要求，对献血者进行一般检查，项目包括体重、血压、脉搏等，必要时测量体温。记录健康检查结果和结论并签名。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
掌握和应用预防措施（见 5.4～5.6）。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
接受减毒活疫苗接种者接受麻疹、腮腺炎、脊髓灰质炎等活疫苗最后一次免疫接种 2 周后，或风疹活疫苗、人用狂犬病疫苗、乙型脑炎减毒活疫苗等最后一次免疫接种 4 周后方可献血。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
接受灭活疫苗、重组DNA 疫苗、类毒素注射者无病症或不良反应出现者暂缓至接受疫苗 24h后献血，包括：伤寒疫苗、冻干乙型脑炎灭活疫苗、吸附百白破联合疫苗、甲型肝灭活疫苗-重组乙型肝炎疫苗、流感全病毒灭活疫苗等。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
接受生物制品治疗者接受抗毒素及免疫血清注射者：于最后一次注射4周后方可献血，包括破伤风抗毒素、抗狂犬病血清等。接受乙型肝炎人免疫球蛋白注射者1年后方可献血,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
接受过胃、肾、脾、肺等重要内脏器官切除者。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
推荐采用Levey-Jennings质控图监控ELISA和CLIA试验过程的稳定性，发现随机误差和系统误差。实验室如需采用更多种类的控制图进行质控，可查阅相关文献。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
方便在献血现场采用的注意力分散方法主要有播放音乐或电视、做 AMT、以及工作人员与献血者的沟通和交流。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
方法比较试验：采用新的检测方法和参加过能力验证的检测方法或公认的参考方法，同时检测一批不同ALT浓度的标本。通过结果的差异了解新系统引入后的偏倚是否在允许误差范围内。通常将新系统方法称为比较方法（y），与之比较的系统方法称为参考方法（x），该试验也称为方法学比较试验。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
旅行史∶曾有国务院卫生行政部恒确定的检疫转染病疫区或监测传染病疫区旅行史，入境时间未满疾病最长潜伏期者,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
无偿献血宣传,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
无偿献血是出于利他主义的动机，目的是帮助需要输血的患者。请不要为化验而献血。国家提供艾滋病免费咨询和艾滋病病毒抗体免费检测服务，如有需要，请与当地疾病预防控制中心联系（联系电话可查询全国公共卫生公益热线12320）。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
无暴露史的预防接种,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
无菌试验方法遵从中华人民共和国药典三部通则“无菌检查法”要求。使用细菌培养仪进行无菌试验，应参照厂家使用说明书。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
日均献血人数在 20 人及以下的，宜配备医 务人员 2 人 。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
日期：	年	月	日	日期：	年	月	日,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
日献全血人 数在20 人及以下的 ，宜设置 1 个~2 个采血位，总面积宜在 40㎡以上。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
日献全血人数在 60 人以下 、20人以上的，宜设置 3 个~4  个采血位 ，总面积宜在60㎡以上。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
日献全血人数在 60 人及 以上的，宜设置 4 个以上采血位 ，总面积宜在90㎡以上。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
日献血 人数在 60 人 以上的 ，宜配备 医务人员 6 人以上 。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
日献血人数在 60 人以下 、20人以上的，宜配备 医务人员 3 人~6 人。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
时间至少5天。采用两种方法，将标本按照序号递增和递减的顺,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
易发人群,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
易感染经血传播疾病的高危人群，如有吸毒史、男男性行为和多个性伴侣者等。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
晕厥好转后不宜急于站起，站立后宜立即做 AMT。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
晕厥时给予穴位（例如：人中、合谷）按压；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
曾使受血者发生过与输血相关的传染病的献血者。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
最终以4??x'和4??y'为判断离群点限值,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
有暴露史的预防接种被动物咬伤后接受狂犬病疫苗注射者，最后一次免疫接种1年后方可献血。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
未给予静脉补充生理盐水的单采献血者在单采过程中饮用 400 mL～500 mL 含盐液体。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
本《规程》正文包括献血者健康检查、血液采集、血液成分制备、血液检测、血液储存、发放与运输和质量控制等6个部分，对所涉及的关键技术做出相应规定。其中一些原则性规定，血站在制定本单位操作规程时应当根据实际情况进一步细化。以“宜”表述的内容为推荐性内容。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
本《规程》的附录为资料性附录，供血站参考。各血站应当按照国家相关法律、法规、规章、技术规范和标准，以及本《规程》的要求，结合具体工作实际，编制适合本血站使用的技术操作规程。如有关血液标准、规范与《规程》存在不一致的地方，以《规程》规定为准。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
本《规程》自2019年9月1日起施行。《血站技术操作规程（2015版）》同时废止。为不断提升血站质量管理水平和技术能力，《规程》将每3年修订1次。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
本人已理解以上内容，并已知悉献血的整个过程。本人在健康征询表和献血者登记表中所提供的资料正确无误，并同意按规定对血液进行相关检测及使用。本人理解献血的血液检测结果只是安全输血的需要，不能用于疾病诊断或其他目的。本人愿意承担因提供虚假资料和信息所带来的一切后果。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
本法适用于对拟采用新的生产商所提供的标签或标签材质变更后的确认活动。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
本附录讨论了血站血液检测实验室采用一项新的检测方法，或更换现有检测方法时需要考虑的因素。通常血液检测方法包括完成检测必需的仪器、试剂、校准品、试验程序组合。检测方法必须由实验室选择。必须按照生产商的说明书进行操作，确保检测结果符合实验室的要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
材区域也应有保证环境温度和湿度的设施，以满足储存要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
松开衣领或紧身衣服；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
枸橼酸盐反应。枸橼酸盐是单采血液成分常用的抗凝剂，通过螯合钙离子而发挥抗凝作用。在单采过程中，较大量枸橼酸盐回输到献血者体内，可引发低钙血症和低镁血症。神经肌肉系统的表现主要有口唇及口周发麻、面部麻木、头晕、抽搐、颤抖、恶心、呕吐，严重者出现腕足强直性痉挛、抽搐。心血管系统的表现主要有低血压、心律不齐、心电图 QT 间期明显延长。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
"某些职业病患者,如放射性疾病、尘肺、矽肺及有害气体、有毒物质所致的急、慢性中毒等。",['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
"某些药物使用者,如长期使用肾上腺皮质激素、免疫抑制剂、镇静催眠、精神类药物治疗的患者;既往或现有药物依赖、酒精依赖或药物滥用者，包括吸食、服食或经静脉、肌肉、皮下注射等途径使用类固醇、激素、镇静催眠或麻醉类药物者等。",['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
查，确保血液符合发放要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
标本接收、处理和储存区、试剂耗材储存区、检测区、报告区和员工生活区。员工生活区与工作区空间应当相对独立。报告区应为清洁区域。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
标本采集和送检程序，双方质量管理部门应予以审核，并经双方法定代表人批准。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
标签,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
核查献血者身份无误后，将献血者身份信息录入血液管理信息系统。可以用身份证识读器读取身份信息或根据献血者填写《献血登记表》的内容录入，注意核对信息、填写和输入的正确性。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
核酸检测实验室分区及功能要求。原则上可以设置3个独立的工作区域:试剂耗材储存与准备区、标本处理和标本制备区（核酸纯化）、扩增检测区，各区域空间完全相互独立，不能直接相通。其中试剂耗材储存与准备区必须独立设置；如果单机检测设备可以实现混样、核酸纯化、扩增检测中的两项或多项功能，相关区域可以根据设备功能进行相应合并。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
核酸检测室内质控品的检测模式应与核酸检测系统检测模式一致。选择2-5倍检出限浓度的质控品用于室内质控，检测结果为反应性即认为在控。基于PCR方法的检测，室内质控的CT值可用于进行检测批间变异的回顾性分析。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
根据《中华人民你共和国献血法》的规定，须对献血者进行健康征询与一般检查，献血者应该如实填写健康状况征询表。不真实填写者，因所献血液引发受血者发生不良后果，应按照相关法律规定承担责任。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
根据《中华人民共和国传染病防治法》第77条、《艾滋病防治条例》第38条和第62条规定，高危献血者故意献血，造成传染病传播、流行的，依法承担民事责任；构成犯罪的，依法追究刑事责任。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
根据《中华人民共和国传染病防治法》第77条、《艾滋病防治条例》第38条和第62条规定，高危献血者故意献血，造成传染病使播、流行的，依法承担民事责任;构成犯罪的，依法追究刑事责任。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据《中华人民共和国传染病防治法》等相关规定，血站将向当地疾病预防控制中心报告艾滋病病毒感染等检测阳性的结果及其个人资料。,"['检验岗', '血源管理岗']","[0, 0, 0, 0, 1, 1, 0]"
根据《血站管理力法》规定，献血者在献而前应出示真实有效的身份证件，血站应进行核对并登记。冒用他人身份献血的，应按照相关法律规定承担责任,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据单采设备和管路生产方操作手册的相关数据计算单采程序所需的体外血容量最大值，并据 此确定适用该类单采设备的献血者宜具备的身高和体重。具体应用示例参见附录 E。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据工作需要配备生化仪 、血细胞计数仪 、血小板振荡保存箱 、血液成分单采机、离心机 、移液器等。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据工作需要配备血液成分单采机专用耗材、离心管及乙肝病毒表面抗原、丙氨酸氨基转移酶、血常规等检测试剂和耗材。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据是否伴有损伤进一步细分为损伤和无损伤 2 个亚类；,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
根据是否发生晕厥进一步细分为晕厥和无晕厥 2 个亚类；,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
根据是否在献血场所发生进一步细分为在献血场所发生（当场）和离开献血场所后发生（离场）2 个亚类。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
根据是否需要治疗和结局，献血不良反应严重程度可分为重度不良反应和非重度不良反应。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
根据汇集后的容量，选择适宜的血袋。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
根据献血者体重指数（body mass index，BMI）选择相应的人体血容量估算公式，对献血者血容量做出估算。BMI 的计算方法参见附录 A。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据献血者紧张程度采取相应的预防措施。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据计划采血量安排充足的工作人员，将工作人员的用餐和休息时间考虑在内。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
根据证据的支持力度评估不良反应与献血的相关性。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
根据过碘酸钠能氧化有机化合物中的羟基、胺基，使甘油氧化成酸和醛，以溴甲酚紫作指示剂，并用氢氧化钠进行滴定。从消耗氢氧化钠的毫升数，即可算出样品中所含甘油的量。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
梅毒(Syphilis)试验:符合相关要求。,['检验岗'],"[0, 0, 0, 0, 1, 0, 0]"
检查和环境卫生质量检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检查方法：于光线明亮处目视核查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检查方法：将标准砝码或经标准砝码标定的标准量模拟血袋置采血秤上时，采血秤的声或光提示报警应启动。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检查方法：开启采血秤，将标准砝码（模拟常规血液采集的重量）置于采血秤上，观察采血秤显示的数值。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检测方法：于离心机工作间隙，把经计量部门标定的温差电偶温度计的探头放入离心腔内，盖好离心机盖。10分钟后观察离心机温度表显示的温度与温差电偶温度计显示温度的差值。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检测方法：使用秒表对离心机的时间控制进行检查。把时间控制表调至规定时间，同时启动秒表，观察离心机时间控制表从开始计时到计时停止秒表所用的时间。即为时间控制表按规定时间计时所用的实际时间。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检测方法：使用经计量部门标定的温度计（精确度为0.1℃）测定储血设备箱内的温度。具体布点方式应当符合国家有关血液冷藏箱的要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检测方法：切断储血设备的电源或开启报警测试按钮，模拟电源发生故障，此时报警系统以声/光方式发出警报。或使用其它适宜的方法检测。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检测方法：打开离心机前面板，在连接离心转头轴上贴一张反光标签。把转速控制调到规定转速值，然后启动离心机待转速稳定后，用转速仪的光束照明反光标签，观察转速仪显示屏上的转速值。或采用其它适宜的方法检测。注意事项：为保证检查人员的安全，检测时距转速仪的测量距离不得小于20cm。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
检测过程的性能监控,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
正常血清渗克分子浓度为289mmo（l,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
每批次至少应包括1份（套）外部质控品；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
水和盐的摄入,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
汇集后，储存于血小板专用袋时保存期为5天，或按照血小板专用袋说明书执行，且不超过原最短保存期。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
泌尿系统疾病患者，如急慢性肾小球肾炎、慢性肾盂肾炎、肾病综合征、慢性泌尿道感染以及急慢性肾功能不全等。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
注1：“√”为适用检查项目；注2：“*”为适用于“75%的抽检结果落在质量控制指标范围内，可认为血液采集和制备过程受控”的检查项目,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
注1：单采程序的体外血容量包括血液成分采集袋和单采管路中的血细胞和血浆的总量，其中所含抗凝剂除外。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
注2：单采程序所采用的抗凝剂比例影响采集血浆中的抗凝剂含量。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
注意力分散,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
注意如果需要判断检测方法的准确性，单凭比较灵敏度和特异性是不够的。除非一个方法的灵敏度和特异性均大于或小于另一方法，否则只能比较相同灵敏度时的特异性，或相同特异性时的灵敏度。当灵敏性和特异性均不相同时，很难比较两方法准确性。这时可采用受试者工作特征曲线法（ROC曲线法）进行比较。该法是近年来公认的评价和比较检测方法准确度的较好方式。该方法可以考虑检测方法在所有临界值时的灵敏度和特异性。通过比较不同方法ROC曲线下的面积，确定和参考方法的特性。鉴于此项内容不在本规程要求的范围，实验室人员如需要了解更多信息，可以查找相关资料。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
注意当25≤b＋c＜40，采用McNemar检验分析配对设计四格表资料需作连续性校正。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
注：上述献血量均不包括血液检测留样的血量和保养液或抗凝剂的量。,"['体检医师岗', '采血护士岗']","[1, 0, 0, 0, 0, 0, 1]"
注：在献血场所，献血服务工作人员能够对献血者进行观察，并对出现献血不良反应的献血者进行适当处理。献血者离开献血场所后，献血服务工作人员无法对其进行观察和照护。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
洗手,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
活动性或进展性眼科疾病病愈未满1周者，眼科手术愈后未满3个月者。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
浓缩血小板和单采血小板比重：1.030,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
消化系统疾病患者，如慢性胃肠炎、活动期的或经治疗反复发作的胃及十二指肠溃疡、慢性胰腺炎、非特异性溃疡性结肠炎等。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
消毒面积不小于6cm×8cm，作用时间不少于1分钟，消毒不少于2遍（或按消毒剂使用说明）。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
消防,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
添加液应无色或微黄色、无浑浊、无杂质、无沉淀。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
温，采用颠倒30次或漩涡震荡30秒的方式使其充分混匀。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
溶液（浓度为0.02mol/L）中，再加入蒸馏水稀释至100mL。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
溶血反应。献血者红细胞膜脆性高或在单采过程中红细胞受到损伤所致。主要表现有寒战、发热、烦躁、胸痛、背痛、腹痛、恶心、呕吐、腹泻、面色潮红、呼吸困难、低血压、休克、全身出血及血红蛋白尿、少尿或无尿等。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
灭活疫苗、重组乙型肝炎疫苗、流感全病毒灭活疫苗等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
灵敏度1=100%[(a1+b1)/n1]灵敏度2=100%[(a1+c1)/n1]两方法灵敏度差异估计,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
灵敏度1－灵敏度2=100%[(b1－c1)/n1]B.3.3.5.2.2	两方法特异性差异估计两方法特异性估计,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
灵敏度和特异性95%置信区间可通过二项分布计算。B.3.3.5.2	两方法灵敏度和特异性的比较,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
物料、关键设备和环境卫生的质量控制指标遵从有关规定。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
特异性1=100%[(c2+d2)/n2]特异性2=100%[(b2+d2)/n2]两方法特异性差异估计,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
特异性1－特异性2=100%[(c2－b2)/n2],['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血不良反应严重程度的评估,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血不良反应出现后发生死亡，死亡原因可疑、可能或肯定与献血有关。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血不良反应分类,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血不良反应导致住院并采取以下任一治疗措施：,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血不良反应导致明显残疾或功能不全，且在献血后持续存在 1 年以上。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血不良反应应急处理,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血不良反应简介；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血前应通过文字资料或口头解释告知献血者有关血液安全知识。请献血者仔细阅读、理解献血前须知内容（见附录I）。内容应包括献血动机，当地免费检测艾滋病病毒抗体和提供咨询服务的机构联系方式，安全献血者的重要性，具有高危行为者恶意献血的责任，实名制献血，献血者献血后回告，献血反应，健康征询与检查的必要性，血液检测结果的解释，疫情报告，献血量及献血间隔，以及献血者自我排除过程等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血前检查记录,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血前血液检测,['检验岗'],"[0, 0, 0, 0, 1, 0, 0]"
献血前辅导,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血动机,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血反应,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血后血液检测,['检验岗'],"[0, 0, 0, 0, 1, 0, 0]"
献血场所关键物料,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所医务人员数量,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所布局,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所应配备医用消毒剂、医用手套 、血型检测试剂、血红蛋白检测试剂、一次性采血针（或注射器）、止血带、血袋、标本管、献血条形码、无菌纱布、医用胶布、无菌棉签、绷带、医疗废物专用包装袋和容器、解除血源性病原体个人防护用品，急救药品、末梢采血针、末梢血收集用毛细管、创口贴等。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所应配备饮料和点心 。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所数量,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所设备和器具,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所设施,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血场所选址,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血安全注意事项；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血服务人员,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血服务人员具备与献血者交流与沟通的能力，能对献血者尤其是心理紧张甚至恐惧的献血者进行辅导。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血服务人员经过培训并掌握 DRVR 预防与处置的知识和技能。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血流程简介；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者一般检查,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血者休息区配备躺椅和可移动屏风。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者健康征询,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血者健康检查要求,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血者在献血现场出现 DRVR 时，献血服务人员根据 DRVR 严重程度采取以下现场处置措施:,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者如果认为捐献的血液可能存在安全隐患，应当尽快告知血站。血站应当提供联系电话。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者应认真阅读有关知情同意的资料，并签字表示知情同意。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者意识恢复后，给予安慰和解释、饮用液体，嘱其做 AMT。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者捐献具有传染性的血液会给受血者带来危险，应承担对受血者的道德责任。,"['其他', '血源管理岗']","[0, 0, 1, 0, 0, 1, 0]"
献血者有下列情况之一者不能献血,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血者有下列情况之一者暂不能献血,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
献血者献血后回告,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者献血量与最小血容量的估算方法参见表 1。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者知情同意,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者知情同意书,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血者知情同意及健康状况征询表,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血者签字：	医务人员签字：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血者签字：	日期：	年	月	日,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血者紧张状态评估,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者血容量估算,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血者血红蛋白检测（硫酸铜目测法）,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
献血辅导材料除了在献血宣传动员阶段发放以外，还宜在接近献血日期时发放给意向献血者和献血活动组织者。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
献血量,"['体检医师岗', '采血护士岗']","[1, 0, 0, 0, 0, 0, 1]"
